Date,High,Low,Close,SMA,WMA,MOM,K %,D %,EMA12,EMA26,MACD,RSI,W %R,CCI,AD
2000-01-03,6102.1201171875,5901.77001953125,5917.3701171875,,,,,,0.0,0.0,0.0,,,,0.0
2000-01-04,5925.06982421875,5657.2001953125,5672.02001953125,,,,,,872.6184645432693,420.14963107638886,90.49376669337609,,,,0.02874423301622138
2000-01-05,5589.5,5461.58984375,5479.7001953125,,,,,,1581.400269276997,794.9311543531378,229.68883633947274,,,,-0.6451404794625134
2000-01-06,5530.259765625,5388.85009765625,5450.10986328125,,,,,,2176.586360662267,1139.7592068663312,391.11649983076535,,,,0.35753970035254673
2000-01-07,5561.68994140625,5423.8798828125,5539.60986328125,,,,,,2693.9745918344183,1465.6740703044734,558.5533041706012,,,,0.8096657041118217
2000-01-10,5717.43994140625,5616.97998046875,5646.1201171875,,,,,,3148.1508265041234,1775.3367404439568,721.4054605485143,,,,1.770158742502746
2000-01-11,5726.509765625,5571.990234375,5613.89990234375,,,,,,3527.496838171758,2059.674752436534,870.6887855858562,,,,0.5202555805546427
2000-01-12,5628.72998046875,5536.5,5582.5,,,,,,3843.6511707607183,2320.624770774569,1001.1563084659149,,,,0.1607945491219618
2000-01-13,5682.27001953125,5579.490234375,5633.240234375,5614.952256944444,5594.0484809027785,-284.1298828125,34.26334067417546,,4118.972565162915,2566.0036940042305,1111.518821004469,39.991039008799376,-65.73665932582455,-1.868422881145153,0.9707163658648981
2000-01-14,5804.16015625,5664.7099609375,5787.43994140625,5600.515570746527,5628.546017795139,115.419921875,74.3333048012253,,4375.659853815736,2804.628601219195,1203.4213073228834,56.59060828627386,-25.666695198774697,111.38892842521228,1.2256700070729778
2000-01-17,5857.35986328125,5740.18994140625,5842.77978515625,5619.488878038194,5676.998860677083,363.07958984375,96.88798842740238,,4601.370612483507,3029.676837066384,1277.0758009417314,60.951650549993694,-3.112011572597623,143.7312472317438,0.596739510926639
2000-01-18,5859.43994140625,5670.27001953125,5672.9501953125,5640.961100260417,5687.691124131944,222.84033203125,60.37106440554159,,4766.229009841813,3225.474863603133,1329.811470001121,45.25515753953984,-39.62893559445842,70.59389493221202,0.08806979505446286
2000-01-19,5668.06005859375,5590.18994140625,5649.4599609375,5663.111111111111,5689.390896267361,109.85009765625,51.790809022596854,,4902.110694625765,3405.0293152575305,1363.2654518745437,43.511551976127095,-48.20919097740315,-24.680581395088073,-0.06279863053211102
2000-01-20,5727.81982421875,5660.25,5709.740234375,5682.014485677083,5698.716720920139,63.6201171875,53.644722179802564,,5026.3613930487245,3575.7486425995653,1380.7349115894667,49.165819793963074,-46.355277820197436,18.294450737506637,1.1596872448205344
2000-01-21,5738.16015625,5630.6298828125,5681.31982421875,5685.925564236111,5698.577788628472,67.419921875,44.84419721764006,,5127.124228613344,3731.7168782750605,1383.66939933923,46.68713335415709,-55.15580278235994,-2.5558161835397724,0.2642969367274841
2000-01-24,5777.68017578125,5680.60009765625,5690.85986328125,5694.476671006944,5699.564648437499,108.35986328125,47.79831897196926,,5213.852787793022,3876.8385808681114,1374.338360856366,47.68316267218061,-52.20168102803074,27.139400813549056,0.9925862589276733
2000-01-25,5654.52001953125,5590.169921875,5597.5,5696.143337673611,5680.169314236111,-35.740234375,6.433214671301521,52.26299559685055,5272.875435824864,4004.2949822852884,1353.186779393008,39.548606709760605,-93.56678532869847,-111.04270498894188,-0.564720879587826
